mouseSYM	humanSYM
Kcnk16	KCNK16
Kcnk18	KCNK18
Kcnk2	KCNK2
Kcnk3	KCNK3
Kcnk4	KCNK4
Kcnk5	KCNK5
Kcnk6	KCNK6
Kcnk7	KCNK7
Kcnk9	KCNK9
Kcnma1	KCNMA1
Kcnmb1	KCNMB1
Kcnmb2	KCNMB2
Kcnmb2	AC117457.1
Kcnmb3	KCNMB3
Kcnmb4	KCNMB4
Kcnn1	KCNN1
Kcnn2	KCNN2
Kcnn3	KCNN3
Kcnn4	KCNN4
Kcnq1	KCNQ1
Kcnq1ot1	KCNQ1OT1
Kcnq2	KCNQ2
Kcnq3	KCNQ3
Kcnq4	KCNQ4
Kcnq5	KCNQ5
Kcnrg	KCNRG
Kcns1	KCNS1
Kcns2	KCNS2
Kcns3	KCNS3
Kcnt1	KCNT1
Kcnt2	KCNT2
Kcnu1	KCNU1
Kcnv1	KCNV1
Kcnv2	KCNV2
Kcp	KCP
Kctd1	KCTD1
Kctd10	KCTD10
Kctd11	KCTD11
Kctd12	KCTD12
Kctd13	KCTD13
Kctd14	KCTD14
Kctd15	KCTD15
Kctd16	KCTD16
Kctd17	KCTD17
Kctd18	KCTD18
Kctd19	KCTD19
Kctd2	KCTD2
Kctd20	KCTD20
Kctd21	KCTD21
Kctd3	KCTD3
Kctd4	KCTD4
Kctd5	KCTD5
Kctd6	KCTD6
Kctd7	KCTD7
Kctd8	KCTD8
Kctd9	KCTD9
Kdelr1	KDELR1
Kdelr2	KDELR2
Kdelr3	KDELR3
Kdf1	KDF1
Kdm1a	KDM1A
Kdm1b	KDM1B
Kdm2a	KDM2A
Kdm2b	KDM2B
Kdm3a	KDM3A
Kdm3b	KDM3B
Kdm4a	AL451062.2
Kdm4a	KDM4A
Kdm4b	KDM4B
Kdm4c	KDM4C
Kdm4d	KDM4D
Kdm5a	KDM5A
Kdm5b	KDM5B
Kdm5c	KDM5C
Kdm5d	KDM5D
Kdm6a	KDM6A
Kdm6b	KDM6B
Kdm7a	KDM7A
Kdm8	KDM8
Kdr	KDR
Kdsr	KDSR
Keap1	KEAP1
Kel	KEL
Kera	KERA
Khdc1a	AL365232.1
Khdc1a	KHDC1L
Khdc1a	KHDC1
Khdc1b	AL365232.1
Khdc1b	KHDC1L
Khdc1b	KHDC1
Khdc1c	AL365232.1
Khdc1c	KHDC1L
Khdc1c	KHDC1
Khdc3	KHDC3L
Khdc4	KHDC4
Khdrbs1	KHDRBS1
Khdrbs2	KHDRBS2
Khdrbs3	KHDRBS3
Khk	KHK
Khnyn	KHNYN
Khsrp	KHSRP
Kics2	KICS2
Kidins220	KIDINS220
Kif11	KIF11
Kif12	KIF12
Kif13a	KIF13A
Kif13b	KIF13B
Kif14	KIF14
Kif15	KIF15
Kif16b	KIF16B
Kif17	KIF17
Kif18a	KIF18A
Kif18b	KIF18B
Kif19a	KIF19
Kif19b	KIF19BP
Kif1a	KIF1A
Kif1b	KIF1B
Kif1c	KIF1C
Kif20a	KIF20A
Kif20b	KIF20B
Kif21a	KIF21A
Kif21b	KIF21B
Kif22	KIF22
Kif23	KIF23
Kif24	KIF24
Kif26a	KIF26A
Kif26b	KIF26B
Kif27	KIF27
Kif28	KIF28P
Kif2a	KIF2A
Kif2b	KIF2B
Kif2c	KIF2C
Kif3a	KIF3A
Kif3b	KIF3B
Kif3c	KIF3C
Kif4	KIF4A
Kif4	KIF4B
Kif5a	KIF5A
Kif5b	KIF5B
Kif5c	KIF5C
Kif6	KIF6
Kif7	KIF7
Kif9	KIF9
Kifap3	KIFAP3
Kifbp	KIFBP
Kifc1	KIFC1
Kifc2	KIFC2
Kifc3	KIFC3
Kifc5b	KIFC1
Kin	KIN
Kir3dl1	KIR3DL3
Kir3dl1	KIR2DL3
Kir3dl1	KIR2DL1
Kir3dl1	KIR2DL4
Kir3dl1	KIR3DL1
Kir3dl1	KIR2DS4
Kir3dl1	KIR3DL2
Kir3dl1	KIR2DL2
Kir3dl1	KIR2DL5A
Kir3dl1	KIR2DL5B
Kir3dl1	KIR2DP1
Kir3dl1	KIR2DS1
Kir3dl1	KIR2DS2
Kir3dl1	KIR2DS3
Kir3dl1	KIR2DS5
Kir3dl1	KIR3DP1
Kir3dl1	KIR3DS1
Kir3dl2	KIR3DL3
Kir3dl2	KIR2DL3
Kir3dl2	KIR2DL1
Kir3dl2	KIR2DL4
Kir3dl2	KIR3DL1
Kir3dl2	KIR2DS4
Kir3dl2	KIR3DL2
Kir3dl2	KIR2DL2
Kir3dl2	KIR2DL5A
Kir3dl2	KIR2DL5B
Kir3dl2	KIR2DP1
Kir3dl2	KIR2DS1
Kir3dl2	KIR2DS2
Kir3dl2	KIR2DS3
Kir3dl2	KIR2DS5
Kir3dl2	KIR3DP1
Kir3dl2	KIR3DS1
Kirrel	KIRREL1
Kirrel1	KIRREL1
Kirrel2	KIRREL2
Kirrel3	KIRREL3
Kiss1	KISS1
Kiss1r	KISS1R
Kit	KIT
Kitl	KITLG
Kiz	KIZ
Kl	KL
Klb	KLB
Klc1	KLC1
Klc1	AL139300.1
Klc2	KLC2
Klc3	KLC3
Klc4	KLC4
Klf1	KLF1
Klf10	KLF10
Klf11	KLF11
Klf12	KLF12
Klf13	KLF13
Klf14	KLF14
Klf15	KLF15
Klf16	KLF16
Klf17	KLF17
Klf18	KLF18
Klf2	KLF2
Klf3	KLF3
Klf4	KLF4
Klf5	KLF5
Klf6	KLF6
Klf7	KLF7
Klf8	KLF8
Klf9	KLF9
Klhdc1	KLHDC1
Klhdc10	KLHDC10
Klhdc2	KLHDC2
Klhdc3	KLHDC3
Klhdc4	KLHDC4
Klhdc7a	KLHDC7A
Klhdc7b	KLHDC7B
Klhdc8a	KLHDC8A
Klhdc8b	KLHDC8B
Klhdc9	KLHDC9
Klhl1	KLHL1
Klhl10	KLHL10
Klhl11	KLHL11
Klhl12	KLHL12
Klhl13	KLHL13
Klhl14	KLHL14
Klhl15	KLHL15
Klhl17	KLHL17
Klhl18	KLHL18
Klhl2	KLHL2
Klhl20	KLHL20
Klhl21	KLHL21
Klhl22	AC007731.4
Klhl22	KLHL22
Klhl23	KLHL23
Klhl24	KLHL24
Klhl25	KLHL25
Klhl26	KLHL26
Klhl28	KLHL28
Klhl29	KLHL29
Klhl3	KLHL3
Klhl30	KLHL30
Klhl31	KLHL31
Klhl32	KLHL32
Klhl33	KLHL33
Klhl34	KLHL34
Klhl35	KLHL35
Klhl36	KLHL36
Klhl38	KLHL38
Klhl4	KLHL4
Klhl40	KLHL40
Klhl41	KLHL41
Klhl42	KLHL42
Klhl5	KLHL5
Klhl6	KLHL6
Klhl7	KLHL7
Klhl8	KLHL8
Klhl9	KLHL9
Klk1	KLK1
Klk1	KLK3
Klk1	KLK2
Klk10	KLK10
Klk11	KLK11
Klk12	KLK12
Klk13	KLK13
Klk14	KLK14
Klk15	KLK15
Klk1b1	KLK1
Klk1b1	KLK3
Klk1b1	KLK2
Klk1b11	KLK1
Klk1b11	KLK3
Klk1b11	KLK2
Klk1b16	KLK1
Klk1b16	KLK3
Klk1b16	KLK2
Klk1b21	KLK1
Klk1b21	KLK3
Klk1b21	KLK2
Klk1b22	KLK1
Klk1b22	KLK3
Klk1b22	KLK2
Klk1b24	KLK1
Klk1b24	KLK3
Klk1b24	KLK2
Klk1b26	KLK1
Klk1b26	KLK3
Klk1b26	KLK2
Klk1b27	KLK1
Klk1b27	KLK3
Klk1b27	KLK2
Klk1b3	KLK1
Klk1b3	KLK3
Klk1b3	KLK2
Klk1b4	KLK1
Klk1b4	KLK3
Klk1b4	KLK2
Klk1b5	KLK1
Klk1b5	KLK3
Klk1b5	KLK2
Klk1b8	KLK1
Klk1b8	KLK3
Klk1b8	KLK2
Klk1b9	KLK1
Klk1b9	KLK3
Klk1b9	KLK2
Klk4	KLK4
Klk5	KLK5
Klk6	KLK6
Klk7	KLK7
Klk8	KLK8
Klk9	AC011473.4
Klk9	KLK9
Klkb1	KLKB1
Klrb1	KLRB1
Klrb1a	KLRB1
Klrb1b	KLRB1
Klrb1c	KLRB1
Klrb1f	KLRB1
Klrc1	KLRC1
Klrc1	KLRC4
Klrc2	KLRC2
Klrc2	KLRC4
Klrc3	KLRC3
Klrc3	KLRC4
Klrd1	KLRD1
Klre1	KLRC4-KLRK1
Klre1	KLRC4
Klre1	AC068775.1
Klre1	KLRC3
Klre1	KLRC2
Klre1	KLRC1
Klrg1	KLRG1
Klrg2	KLRG2
Klrh1	AC068775.1
Klrh1	KLRC3
Klrh1	KLRC2
Klrh1	KLRC1
Klri1	KLRC4-KLRK1
Klri1	KLRC4
Klri1	AC068775.1
Klri1	KLRC3
Klri1	KLRC2
Klri1	KLRC1
Klri2	KLRC4-KLRK1
Klri2	KLRC4
Klri2	AC068775.1
Klri2	KLRC3
Klri2	KLRC2
Klri2	KLRC1
Klrk1	KLRK1
Klrk1	KLRC4-KLRK1
Kmo	KMO
Kmt2a	AP001267.5
Kmt2a	KMT2A
Kmt2b	KMT2B
Kmt2c	KMT2C
Kmt2d	KMT2D
Kmt2e	KMT2E
Kmt5a	KMT5A
Kmt5b	KMT5B
Kmt5c	KMT5C
Kncn	KNCN
Kndc1	KNDC1
Kng1	KNG1
Kng2	KNG1
Knl1	KNL1
Knop1	KNOP1
Knstrn	KNSTRN
Kntc1	KNTC1
Kplce	KPLCE
Kpna1	KPNA1
Kpna2	KPNA2
Kpna2rt	KPNA2
Kpna3	KPNA3
Kpna4	KPNA4
Kpna6	KPNA6
Kpna7	KPNA7
Kpnb1	KPNB1
Kprp	KPRP
Kptn	KPTN
Kras	KRAS
Krba1	KRBA1
Krbox5	KRBOX5
Krbox5	ZNF738
Krcc1	KRCC1
Kremen1	KREMEN1
Kremen2	KREMEN2
Kri1	KRI1
Krit1	AC000120.3
Krit1	KRIT1
Krr1	KRR1
Krt1	KRT1
Krt10	KRT10
Krt12	KRT12
Krt13	KRT13
Krt14	KRT14
Krt15	KRT15
Krt16	KRT16
Krt17	KRT17
Krt18	KRT18
Krt19	KRT19
Krt2	KRT2
Krt20	KRT20
Krt222	AC073508.2
Krt222	KRT222
Krt23	KRT23
Krt24	KRT24
Krt25	KRT25
Krt26	KRT26
Krt27	KRT27
Krt28	KRT28
Krt31	KRT33A
Krt31	KRT31
Krt32	KRT32
Krt33a	KRT33A
Krt33a	KRT31
Krt33a	KRT34
Krt33b	KRT33A
Krt33b	KRT31
Krt33b	KRT33B
Krt33b	KRT34
Krt34	KRT34
Krt35	KRT35
Krt36	KRT36
Krt39	KRT39
Krt4	KRT4
Krt40	KRT40
Krt5	KRT5
Krt6a	KRT6B
Krt6a	KRT6C
Krt6a	KRT6A
Krt6b	KRT6B
Krt6b	KRT6C
Krt6b	KRT6A
Krt7	KRT7
Krt71	KRT71
Krt72	KRT72
Krt73	KRT73
Krt74	KRT74
Krt75	KRT75
Krt76	KRT76
Krt77	KRT77
Krt78	KRT78
Krt79	KRT79
Krt8	KRT8
Krt80	KRT80
Krt81	KRT81
Krt82	KRT82
Krt83	KRT83
Krt83	KRT87P
Krt84	KRT84
Krt85	KRT85
Krt86	KRT86
Krt87	KRT81
Krt87	KRT83
Krt87	KRT86
Krt87	KRT87P
Krt88	KRT88P
Krt9	KRT9
Krt90	KRT90P
Krtap1-3	KRTAP10-4
Krtap1-3	KRTAP10-11
Krtap1-3	KRTAP1-1
Krtap1-3	KRTAP1-3
Krtap1-3	KRTAP1-4
Krtap1-3	KRTAP1-5
Krtap1-4	KRTAP10-4
Krtap1-4	KRTAP10-11
Krtap1-4	KRTAP1-1
Krtap1-4	KRTAP1-3
Krtap1-4	KRTAP1-4
Krtap1-4	KRTAP1-5
Krtap1-5	KRTAP1-5
Krtap1-5	KRTAP1-4
Krtap1-5	KRTAP1-3
Krtap1-5	KRTAP1-1
Krtap10-10	KRTAP10-4
Krtap10-10	KRTAP10-6
Krtap10-10	KRTAP10-9
Krtap10-10	KRTAP10-11
Krtap10-10	KRTAP4-5
Krtap10-10	KRTAP9-1
Krtap10-10	KRTAP10-10
Krtap10-10	KRTAP10-3
Krtap10-10	KRTAP10-5
Krtap10-10	KRTAP10-7
Krtap10-20	KRTAP10-10
Krtap10-20	KRTAP10-11
Krtap10-20	KRTAP10-3
Krtap10-20	KRTAP10-5
Krtap10-20	KRTAP10-7
Krtap10-20	KRTAP10-9
Krtap10-21	KRTAP10-10
Krtap10-21	KRTAP10-3
Krtap10-21	KRTAP10-7
Krtap10-22	KRTAP10-10
Krtap10-22	KRTAP10-3
Krtap10-22	KRTAP10-7
Krtap10-23	KRTAP10-10
Krtap10-23	KRTAP10-3
Krtap10-23	KRTAP10-7
Krtap10-24	KRTAP10-10
Krtap10-24	KRTAP10-3
Krtap10-24	KRTAP10-7
Krtap10-25	KRTAP10-10
Krtap10-25	KRTAP10-3
Krtap10-25	KRTAP10-7
Krtap10-26	KRTAP10-10
Krtap10-26	KRTAP10-3
Krtap10-26	KRTAP10-7
Krtap10-27	KRTAP10-10
Krtap10-27	KRTAP10-3
Krtap10-27	KRTAP10-7
Krtap10-28	KRTAP10-10
Krtap10-28	KRTAP10-3
Krtap10-28	KRTAP10-7
Krtap10-29	KRTAP10-3
Krtap10-29	KRTAP10-7
Krtap10-30	KRTAP10-1
Krtap10-30	KRTAP10-11
Krtap10-30	KRTAP10-2
Krtap10-30	KRTAP10-4
Krtap10-30	KRTAP10-5
Krtap10-30	KRTAP10-6
Krtap10-30	KRTAP10-9
Krtap10-31	KRTAP10-10
Krtap10-31	KRTAP10-3
Krtap10-31	KRTAP10-7
Krtap10-32	KRTAP10-1
Krtap10-32	KRTAP10-4
Krtap10-32	KRTAP10-6
Krtap10-33	KRTAP10-4
Krtap10-33	KRTAP10-6
Krtap10-33	KRTAP10-7
Krtap10-34	KRTAP10-12
Krtap10-34	KRTAP10-7
Krtap10-34	KRTAP10-8
Krtap10-35	KRTAP10-10
Krtap10-35	KRTAP10-11
Krtap10-35	KRTAP10-3
Krtap10-35	KRTAP10-5
Krtap10-35	KRTAP10-9
Krtap10-4	KRTAP10-4
Krtap10-4	KRTAP10-6
Krtap10-4	KRTAP10-9
Krtap10-4	KRTAP10-11
Krtap10-4	KRTAP4-5
Krtap10-4	KRTAP9-1
Krtap10-4	KRTAP10-10
Krtap10-4	KRTAP10-3
Krtap10-4	KRTAP10-7
Krtap11-1	KRTAP11-1
Krtap12-1	KRTAP10-6
Krtap12-1	KRTAP10-9
Krtap12-1	KRTAP4-5
Krtap12-1	KRTAP12-1
Krtap12-1	KRTAP12-2
Krtap12-1	KRTAP12-3
Krtap12-20	KRTAP12-2
Krtap12-20	KRTAP12-3
Krtap12-21	KRTAP12-1
Krtap12-21	KRTAP12-2
Krtap12-21	KRTAP12-3
Krtap12-22	KRTAP12-1
Krtap12-22	KRTAP12-2
Krtap12-22	KRTAP12-3
Krtap12-23	KRTAP12-1
Krtap12-23	KRTAP12-2
Krtap12-23	KRTAP12-3
Krtap12-24	KRTAP12-1
Krtap13	KRTAP13-1
Krtap13	KRTAP13-2
Krtap13	KRTAP13-3
Krtap13	KRTAP13-4
Krtap13-1	KRTAP13-2
Krtap13-1	KRTAP13-1
Krtap13-1	KRTAP13-4
Krtap13-1	KRTAP13-3
Krtap13-20	KRTAP13-2
Krtap13-21	KRTAP13-2
Krtap13-21	KRTAP13-3
Krtap13-21	KRTAP13-4
Krtap13-22	KRTAP13-3
Krtap13-22	KRTAP13-4
Krtap13-23	KRTAP13-3
Krtap13-23	KRTAP13-4
Krtap13-24	KRTAP13-3
Krtap15	KRTAP15-1
Krtap15-1	KRTAP15-1
Krtap16-1	KRTAP16-1
Krtap16-3	KRTAP19-8
Krtap17-1	KRTAP17-1
Krtap19-1	KRTAP19-3
Krtap19-1	KRTAP19-5
Krtap19-1	KRTAP19-6
Krtap19-2	KRTAP19-4
Krtap19-3	KRTAP19-3
Krtap19-3	KRTAP19-5
Krtap19-3	KRTAP19-6
Krtap19-4	KRTAP19-1
Krtap19-4	KRTAP19-3
Krtap19-5	KRTAP19-8
Krtap2-20	KRTAP2-1
Krtap2-20	KRTAP2-2
Krtap2-21	KRTAP2-2
Krtap2-21	KRTAP2-3
Krtap2-21	KRTAP2-4
Krtap2-22	KRTAP2-2
Krtap2-22	KRTAP2-3
Krtap2-22	KRTAP2-4
Krtap2-4	KRTAP2-2
Krtap2-4	KRTAP2-3
Krtap2-4	KRTAP2-4
Krtap20-1	KRTAP20-1
Krtap20-1	KRTAP20-2
Krtap20-2	KRTAP20-1
Krtap20-2	KRTAP20-2
Krtap20-20	KRTAP20-1
Krtap20-20	KRTAP20-2
Krtap20-21	KRTAP20-1
Krtap20-21	KRTAP20-2
Krtap20-22	KRTAP20-1
Krtap20-24	KRTAP20-2
Krtap24-1	KRTAP24-1
Krtap26-1	KRTAP26-1
Krtap27-1	KRTAP27-1
Krtap29-1	KRTAP29-1
Krtap3-1	KRTAP3-1
Krtap3-2	KRTAP3-3
Krtap3-2	KRTAP3-2
Krtap3-3	KRTAP3-3
Krtap3-3	KRTAP3-2
Krtap4-1	KRTAP4-3
Krtap4-1	KRTAP4-4
Krtap4-13	KRTAP4-3
Krtap4-13	KRTAP4-9
Krtap4-16	KRTAP4-2
Krtap4-16	KRTAP4-1
Krtap4-16	KRTAP4-3
Krtap4-2	KRTAP4-3
Krtap4-20	KRTAP4-3
Krtap4-20	KRTAP4-9
Krtap4-21	KRTAP4-3
Krtap4-21	KRTAP4-9
Krtap4-22	KRTAP4-3
Krtap4-22	KRTAP4-9
Krtap4-23	KRTAP4-3
Krtap4-23	KRTAP4-9
Krtap4-24	KRTAP4-11
Krtap4-24	KRTAP4-5
Krtap4-24	KRTAP4-6
Krtap4-24	KRTAP4-7
Krtap4-25	KRTAP4-11
Krtap4-25	KRTAP4-5
Krtap4-25	KRTAP4-8
Krtap4-26	KRTAP4-3
Krtap4-6	KRTAP4-3
Krtap4-6	KRTAP4-9
Krtap4-7	KRTAP4-7
Krtap4-7	KRTAP4-6
Krtap4-7	KRTAP4-11
Krtap4-7	KRTAP4-12
Krtap4-7	KRTAP4-4
Krtap4-7	KRTAP4-5
Krtap4-8	KRTAP4-3
Krtap4-9	KRTAP4-3
Krtap5-1	KRTAP5-2
Krtap5-1	KRTAP5-5
Krtap5-1	KRTAP5-10
Krtap5-1	KRTAP5-11
Krtap5-1	KRTAP5-3
Krtap5-1	KRTAP5-7
Krtap5-1	KRTAP5-9
Krtap5-2	KRTAP10-4
Krtap5-2	KRTAP10-6
Krtap5-2	KRTAP10-9
Krtap5-2	KRTAP10-11
Krtap5-2	KRTAP2-1
Krtap5-2	KRTAP2-2
Krtap5-2	KRTAP2-3
Krtap5-2	KRTAP2-4
Krtap5-2	KRTAP4-8
Krtap5-2	KRTAP4-16
Krtap5-2	KRTAP4-9
Krtap5-2	KRTAP4-11
Krtap5-2	KRTAP4-5
Krtap5-2	KRTAP4-4
Krtap5-2	KRTAP4-2
Krtap5-2	KRTAP4-1
Krtap5-2	KRTAP9-1
Krtap5-2	KRTAP9-2
Krtap5-2	KRTAP9-3
Krtap5-2	KRTAP9-8
Krtap5-2	KRTAP9-4
Krtap5-2	KRTAP9-9
Krtap5-2	KRTAP9-6
Krtap5-2	KRTAP9-7
Krtap5-2	KRTAP5-2
Krtap5-20	KRTAP5-10
Krtap5-20	KRTAP5-11
Krtap5-20	KRTAP5-2
Krtap5-20	KRTAP5-3
Krtap5-20	KRTAP5-7
Krtap5-20	KRTAP5-9
Krtap5-21	KRTAP5-8
Krtap5-22	KRTAP5-10
Krtap5-22	KRTAP5-11
Krtap5-22	KRTAP5-2
Krtap5-22	KRTAP5-3
Krtap5-22	KRTAP5-7
Krtap5-22	KRTAP5-9
Krtap5-23	KRTAP5-8
Krtap5-24	KRTAP5-10
Krtap5-24	KRTAP5-11
Krtap5-24	KRTAP5-2
Krtap5-24	KRTAP5-3
Krtap5-24	KRTAP5-7
Krtap5-24	KRTAP5-9
Krtap5-25	KRTAP5-4
Krtap5-26	KRTAP5-10
Krtap5-26	KRTAP5-11
Krtap5-26	KRTAP5-2
Krtap5-26	KRTAP5-3
Krtap5-26	KRTAP5-7
Krtap5-26	KRTAP5-9
Krtap5-4	KRTAP5-2
Krtap5-4	KRTAP5-5
Krtap5-4	KRTAP5-10
Krtap5-4	KRTAP5-11
Krtap5-4	KRTAP5-3
Krtap5-4	KRTAP5-7
Krtap5-4	KRTAP5-9
Krtap5-5	KRTAP5-2
Krtap5-5	KRTAP5-5
Krtap6-1	KRTAP6-3
Krtap6-3	KRTAP6-3
Krtap6-5	KRTAP6-3
Krtap6-6	KRTAP6-3
Krtap6-7	KRTAP6-3
Krtap7-1	KRTAP7-1
Krtap8-1	KRTAP8-1
Krtap9-1	KRTAP9-2
Krtap9-1	KRTAP9-3
Krtap9-1	KRTAP9-4
Krtap9-1	KRTAP9-6
Krtap9-1	KRTAP9-7
Krtap9-1	KRTAP9-8
Krtap9-1	KRTAP9-9
Krtap9-20	KRTAP9-2
Krtap9-20	KRTAP9-3
Krtap9-20	KRTAP9-4
Krtap9-20	KRTAP9-6
Krtap9-20	KRTAP9-7
Krtap9-20	KRTAP9-8
Krtap9-20	KRTAP9-9
Krtap9-21	KRTAP9-1
Krtap9-21	KRTAP9-2
Krtap9-21	KRTAP9-3
Krtap9-21	KRTAP9-4
Krtap9-21	KRTAP9-6
Krtap9-21	KRTAP9-7
Krtap9-21	KRTAP9-8
Krtap9-21	KRTAP9-9
Krtap9-22	KRTAP9-2
Krtap9-22	KRTAP9-3
Krtap9-22	KRTAP9-6
Krtap9-22	KRTAP9-7
Krtap9-22	KRTAP9-9
Krtap9-3	KRTAP10-4
Krtap9-3	KRTAP10-11
Krtap9-3	KRTAP1-3
Krtap9-5	KRTAP9-1
Krtcap2	KRTCAP2
Krtcap3	KRTCAP3
Krtdap	KRTDAP
Ksr1	KSR1
Ksr2	KSR2
Kti12	AL445685.3
Kti12	KTI12
Ktn1	KTN1
Kxd1	KXD1
Ky	KY
Kyat1	AL441992.2
Kyat1	KYAT1
Kyat3	KYAT3
Kynu	KYNU
L1cam	L1CAM
L1td1	L1TD1
L2hgdh	L2HGDH
L3hypdh	L3HYPDH
L3mbtl1	AL031681.2
L3mbtl1	L3MBTL1
L3mbtl1	Z98752.3
L3mbtl2	L3MBTL2
L3mbtl3	L3MBTL3
L3mbtl4	L3MBTL4
LTO1	LTO1
Lacc1	LACC1
Lacc1	AL512506.3
Lactb	LACTB
Lactb2	LACTB2
Lactbl1	LACTBL1
Lad1	LAD1
Lag3	LAG3
Lage3	LAGE3
Lair1	LAIR1
Lair1	LAIR2
Lalba	LALBA
Lama1	LAMA1
Lama2	LAMA2
Lama3	LAMA3
Lama4	LAMA4
Lama5	LAMA5
Lamb1	LAMB1
Lamb2	LAMB2
Lamb3	LAMB3
Lamc1	LAMC1
Lamc2	LAMC2
Lamc3	LAMC3
Lamp1	LAMP1
Lamp2	LAMP2
Lamp3	LAMP3
Lamp5	LAMP5
Lamtor1	LAMTOR1
Lamtor2	LAMTOR2
Lamtor3	LAMTOR3
Lamtor4	LAMTOR4
Lamtor5	LAMTOR5
Lancl1	LANCL1
Lancl2	LANCL2
Lancl3	LANCL3
Lap3	LAP3
Laptm4a	LAPTM4A
Laptm4b	LAPTM4B
Laptm5	LAPTM5
Large1	LARGE1
Large2	LARGE2
Larp1	LARP1
Larp1b	LARP1B
Larp4	LARP4
Larp4b	LARP4B
Larp6	LARP6
Larp7	LARP7
Larp7-ps	LARP7
Lars	LARS1
Lars1	LARS1
Lars2	LARS2
Las1l	LAS1L
Lasp1	LASP1
Lat	LAT
Lat2	LAT2
Lats1	LATS1
Lats2	LATS2
Lax1	LAX1
Layn	LAYN
Lbh	LBH
Lbhd1	LBHD1
Lbhd2	LBHD2
Lbp	LBP
Lbr	LBR
Lbx1	LBX1
Lbx2	LBX2
Lca5	LCA5
Lca5l	LCA5L
Lcat	LCAT
Lce1b	LCE2D
Lce1e	LCE5A
Lce1e	LCE2A
Lce1e	LCE2C
Lce1e	LCE2D
Lce1f	LCE1A
Lce1f	LCE1B
Lce1f	LCE1C
Lce1f	LCE1E
Lce1f	LCE1F
Lce1g	LCE5A
Lce1g	LCE1A
Lce1g	LCE1B
Lce1g	LCE1C
Lce1g	LCE1E
Lce1g	LCE1F
Lce1l	LCE1A
Lce1l	LCE1B
Lce1l	LCE1C
Lce1l	LCE1E
Lce1l	LCE1F
Lce3a	LCE3B
Lce3a	LCE3C
Lce3a	LCE3D
Lce3a	LCE3E
Lce3b	LCE3B
Lce3b	LCE3C
Lce3b	LCE3D
Lce3b	LCE3E
Lce3c	LCE3B
Lce3c	LCE3C
Lce3c	LCE3D
Lce3c	LCE3E
Lce3d	LCE3B
Lce3d	LCE3C
Lce3d	LCE3D
Lce3e	LCE3B
Lce3e	LCE3C
Lce3e	LCE3D
Lce3f	LCE3B
Lce3f	LCE3C
Lce3f	LCE3D
Lce3f	LCE3E
Lce6a	LCE6A
Lck	LCK
Lclat1	LCLAT1
Lcmt1	LCMT1
Lcmt2	LCMT2
Lcn10	LCN10
Lcn12	LCN12
Lcn15	LCN15
Lcn2	LCN2
Lcn4	OBP2B
Lcn4	OBP2A
Lcn6	AL355987.1
Lcn6	LCN6
Lcn8	LCN8
Lcn9	LCN9
Lcor	LCOR
Lcorl	LCORL
Lcp1	LCP1
Lcp2	LCP2
Lct	LCT
Lctl	LCTL
Ldaf1	LDAF1
Ldah	LDAH
Ldb1	LDB1
Ldb2	LDB2
Ldb3	LDB3
Ldc1	LDC1P
Ldha	LDHA
Ldhal6b	LDHAL6B
Ldhal6b	LDHAL6A
Ldhb	AC010197.2
Ldhb	LDHB
Ldhc	LDHC
Ldhd	LDHD
Ldlr	LDLR
Ldlrad1	LDLRAD1
Ldlrad2	LDLRAD2
Ldlrad3	LDLRAD3
Ldlrad4	LDLRAD4
Ldlrap1	LDLRAP1
Ldoc1	LDOC1
Leap2	LEAP2
Lect2	LECT2
Lef1	LEF1
Lefty1	LEFTY1
Lefty1	LEFTY2
Lefty2	LEFTY1
Lefty2	LEFTY2
Lekr1	LEKR1
Lelp1	LELP1
Lemd1	LEMD1
Lemd2	LEMD2
Lemd3	LEMD3
Lenep	LENEP
Leng1	LENG1
Leng8	LENG8
Leng9	LENG9
Leo1	LEO1
Lep	LEP
Lepr	LEPR
Leprot	LEPROT
Leprotl1	LEPROTL1
Letm1	LETM1
Letm2	LETM2
Letmd1	LETMD1
Lexm	LEXM
Lfng	LFNG
Lgals1	LGALS1
Lgals12	LGALS12
Lgals2	LGALS2
Lgals3	LGALS3
Lgals3bp	LGALS3BP
Lgals4	LGALS4
Lgals6	LGALS4
Lgals7	LGALS7
Lgals7	LGALS7B
Lgals8	LGALS8
Lgals9	LGALS13
Lgals9	LGALS16
Lgals9	LGALS14
Lgals9	LGALS9
Lgals9	LGALS9B
Lgals9	LGALS9C
Lgalsl	LGALSL
Lgalsl2	LGALSL
Lgi1	LGI1
Lgi2	LGI2
Lgi3	LGI3
Lgi4	LGI4
Lgmn	LGMN
Lgr4	LGR4
Lgr5	LGR5
Lgr6	LGR6
Lgsn	LGSN
Lhb	CGB1
Lhb	CGB2
Lhb	CGB3
Lhb	CGB5
Lhb	CGB7
Lhb	CGB8
Lhb	LHB
Lhcgr	AC073082.1
Lhcgr	LHCGR
Lhfp	LHFPL6
Lhfpl1	LHFPL1
Lhfpl2	LHFPL2
Lhfpl3	LHFPL3
Lhfpl4	LHFPL4
Lhfpl5	LHFPL5
Lhfpl6	LHFPL6
Lhfpl7	LHFPL7
Lhpp	LHPP
Lhx1	LHX1
Lhx2	LHX2
Lhx3	LHX3
Lhx4	LHX4
Lhx5	LHX5
Lhx6	LHX6
Lhx8	LHX8
Lhx9	LHX9
